
"https://www.google.com/?sa=X&ved=0ahUKEwje3dP7voOHAxVZqJUCHVIuCPoQOwgC","https://www.google.com/images/branding/googlelogo/1x/googlelogo_white_background_color_272x92dp.png","Google"
"https://www.google.com/search?q=t20+world+2024&num=20&sca_esv=47d9023402be2ded&sca_upv=1&gbv=1&sei=h2WBZp7-FtnQ1sQP0tyg0A8","https://ssl.gstatic.com/onebox/media/sports/logos/5kmMvz_B8fuoLmd0uT8VcQ_64x64.png",""
"https://www.google.com/search?q=t20+world+2024&num=20&sca_esv=47d9023402be2ded&sca_upv=1&gbv=1&sei=h2WBZp7-FtnQ1sQP0tyg0A8","https://ssl.gstatic.com/onebox/media/sports/logos/mlXOOB9HXxLpoeS2dHSgGA_24x24.png",""
"https://www.google.com/search?q=t20+world+2024&num=20&sca_esv=47d9023402be2ded&sca_upv=1&gbv=1&sei=h2WBZp7-FtnQ1sQP0tyg0A8","https://ssl.gstatic.com/onebox/media/sports/logos/EGwD4_SUlmwZWbnHhcmTPA_24x24.png",""
"https://www.google.com/search?q=t20+world+2024&num=20&sca_esv=47d9023402be2ded&sca_upv=1&gbv=1&sei=h2WBZp7-FtnQ1sQP0tyg0A8","https://ssl.gstatic.com/onebox/media/sports/logos/mlXOOB9HXxLpoeS2dHSgGA_24x24.png",""
"https://www.google.com/search?q=t20+world+2024&num=20&sca_esv=47d9023402be2ded&sca_upv=1&gbv=1&sei=h2WBZp7-FtnQ1sQP0tyg0A8","https://ssl.gstatic.com/onebox/media/sports/logos/DTqIL8Ba3KIuxGkpXw5ayA_24x24.png",""
"https://www.google.com/search?q=t20+world+2024&num=20&sca_esv=47d9023402be2ded&sca_upv=1&gbv=1&sei=h2WBZp7-FtnQ1sQP0tyg0A8","https://ssl.gstatic.com/onebox/media/sports/logos/8rwaXVaUKfdJq31QgGtQrw_24x24.png",""
"https://www.google.com/search?q=t20+world+2024&num=20&sca_esv=47d9023402be2ded&sca_upv=1&gbv=1&sei=h2WBZp7-FtnQ1sQP0tyg0A8","https://ssl.gstatic.com/onebox/media/sports/logos/EGwD4_SUlmwZWbnHhcmTPA_24x24.png",""
"https://www.google.com/search?q=t20+world+2024&num=20&sca_esv=47d9023402be2ded&sca_upv=1&gbv=1&sei=h2WBZp7-FtnQ1sQP0tyg0A8","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTv4meNcW0UeQHQLvMFRJWKOIMRM4sIL1eEo7eEi3OOqgNrKhCmHOI7Oy-6Yg&s",""
"https://www.google.com/search?q=t20+world+2024&num=20&sca_esv=47d9023402be2ded&sca_upv=1&gbv=1&sei=h2WBZp7-FtnQ1sQP0tyg0A8","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzuKQI9YkJWeXXd4mVM0CTdr8WqVd6CnIe-6SKgDLqGws32-gKRxgp6w2JIw&s",""
